Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
oldwest_tobacco_01_arramus,POI,POIName,,x,Old Smokey[FFF200] W[-],,,,,,,,,,,,,
oldwest_woodpecker_01_arramus,POI,POIName,,x,Woodpecker Planks[FFF200] W[-],,Specht Bretter,,,,,,,,,,,
prepper_bunker80_01,POI,POIName,,x,Preppo Civic Bunker 0233[FFF200] P[-],,,,,,,,,,,,,
prepper_countryresidentialbunker01,POI,POIName,,x,Prepper Good Neighbor[FFF200] P[-],,,,,,,,,,,,,
prepper_countrytown_business_12,POI,POIName,,x,Prepper Jim & Tim's Bullets and Booze[FFF200] P[-],,,,,,,,,,,,,
prepper_Floppy_Games_Workshop_Medusa,POI,POIName,,x,Prepper Medusa Games Workshop[FFF200] P[-],,,,,,,,,,,,,
prepper_house_old_gambrel_03,POI,POIName,,x,Prepper Bob's Boars & Carl's Corn[FFF200] P[-],,,,,,,,,,,,,
prepper_house_old_modular_03,POI,POIName,,x,The Prepper Animal Hoarder[FFF200] P[-],,,,,,,,,,,,,
prepper_mine80_01,POI,POIName,,x,Hell Hole[FFF200] P[-],,,,,,,,,,,,,
prepper_preppo_bunker42_01,POI,POIName,,x,Preppo Bunkerlands[FFF200] P[-],,,,,,,,,,,,,
prepper_stonecave_01_arramus,POI,POIName,,x,Edes Lets Plays Toy Store[FFF200] P[-],,,,,,,,,,,,,
prepper_wildernesscabin01,POI,POIName,,x,Hirnsturz Cabin[FFF200] P[-],,,,,,,,,,,,,
preppo_army_camp_05,POI,POIName,,x,Preppo Fort Choppa[FFF200] P[-],,,,,,,,,,,,,
preppo_cornchildren_01_arramus,POI,POIName,,x,Preppo Children of the LumuNaughty[FFF200] P[-],,,,,,,,,,,,,
preppo_gas_station_09,POI,POIName,,x,Preppo Pass-N-Gas Store #09[FFF200] P[-],,,,,,,,,,,,,
preppo_gas_station_10,POI,POIName,,x,Preppo Pass-N-Gas Store #10[FFF200] W/P[-],,,,,,,,,,,,,
preppo_gas_station_12,POI,POIName,,x,Preppo Pass-N-Gas Plaza[FFF200] P[-],,,,,,,,,,,,,
preppo_installation_red_mesa,POI,POIName,,x,Preppo Red Mesa Compound[FFF200] P[-],,,,,,,,,,,,,
preppo_oldwest_store_gun_01,POI,POIName,,x,Preppo Bub's Gun Range[FFF200] W/P[-],,,,,,,,,,,,,
preppo_remnant_gas_station_01,POI,POIName,,x,Preppo Wasted Pass-N-Gas[FFF200] P[-],,,,,,,,,,,,,
preppo_roadside_checkpoint_01,POI,POIName,,x,Preppo NDC Checkpoint One[FFF200] P[-],,,,,,,,,,,,,
preppo_skyscraper_04,POI,POIName,,x,Preppo Builders[FFF200] P[-],,,,,,,,,,,,,
preppo_store_hardware_02,POI,POIName,,x,Preppo Working Stiff Superstore[FFF200] P[-],,,,,,,,,,,,,
preppo_TheCompound,POI,POIName,,x,The Compound[FFF200] P[-],,,,,,,,,,,,,
preppo_Wildpig_Castle,POI,POIName,,x,Wildpig Castle[FFF200] P[-],,,,,,,,,,,,,
store_book_01_prepper,POI,POIName,,x,Preppo Crack-A-Book[FFF200] P[-],,Händler Prepper Bob,,,,,,,,,,,
store_clothing_02_prepper,POI,POIName,,x,Prepper Misha Bunny Clothing[FFF200] P[-],,,,,,,,,,,,,
trader_jen_hugh_joel_tech,POI,POIName,,x,Trader Preppo-Tech Trio[FFF200] P[-],,,,,,,,,,,,,
trader_prepper_bob,POI,POIName,,x,Trader Prepper Bob[FFF200] P[-],,,,,,,,,,,,,
